date,hour,day_of_week,temperature,rainfall,event_flag,burger_orders,fries_orders,wrap_orders,bucket_orders,drink_orders
2025-01-19,15,6,20.9,0.0,0,29,36,21,18,45
2025-01-19,16,6,24.4,0.0,0,24,35,14,16,40
2025-01-19,17,6,23.8,0.0,1,77,97,54,49,125
2025-01-19,18,6,30.3,0.0,1,92,125,62,60,163
2025-01-19,19,6,28.6,4.2,1,136,179,94,92,234
2025-01-19,20,6,26.8,0.0,1,114,144,73,75,202
2025-01-19,21,6,28.6,0.0,1,99,132,66,76,189
2025-01-19,22,6,31.1,0.0,1,89,115,55,58,153
2025-01-19,23,6,32.3,0.0,0,20,25,14,14,37
2025-01-20,0,0,32.2,0.0,0,1,1,0,0,4
2025-01-20,1,0,31.4,2.6,0,1,2,1,1,2
2025-01-20,2,0,31.5,2.3,0,1,1,1,0,2
2025-01-20,3,0,33.0,3.8,0,2,4,4,0,3
2025-01-20,4,0,25.6,0.0,0,3,1,2,1,5
2025-01-20,5,0,30.0,0.0,0,3,2,1,1,2
2025-01-20,6,0,33.4,0.0,0,1,1,0,1,3
2025-01-20,7,0,27.2,4.2,0,3,2,2,1,3
2025-01-20,8,0,29.4,0.0,0,2,2,1,0,3
2025-01-20,9,0,29.1,0.0,0,3,3,1,3,5
2025-01-20,10,0,27.4,0.0,0,5,7,4,3,10
2025-01-20,11,0,25.7,0.0,0,9,12,6,5,16
2025-01-20,12,0,26.6,4.3,0,16,24,11,7,28
2025-01-20,13,0,24.7,0.0,0,13,23,9,6,25
2025-01-20,14,0,22.5,0.0,0,15,17,9,6,24
2025-01-20,15,0,21.7,3.4,0,12,19,10,8,20
2025-01-20,16,0,23.9,0.7,0,11,11,7,5,15
2025-01-20,17,0,27.2,0.0,0,8,15,6,5,18
2025-01-20,18,0,25.8,2.0,0,12,17,8,6,21
2025-01-20,19,0,27.1,0.0,0,15,16,8,8,23
2025-01-20,20,0,27.6,0.0,0,18,24,8,7,26
2025-01-20,21,0,29.9,0.0,0,13,17,7,8,25
2025-01-20,22,0,30.5,0.0,0,11,16,9,6,18
2025-01-20,23,0,32.3,0.0,0,7,11,6,4,13
2025-01-21,0,1,31.8,0.0,0,3,3,0,1,2
2025-01-21,1,1,33.6,0.0,0,2,1,2,2,3
2025-01-21,2,1,33.6,0.0,0,2,4,0,0,3
2025-01-21,3,1,31.8,0.0,0,2,2,3,1,2
2025-01-21,4,1,31.6,0.0,0,1,2,1,0,2
2025-01-21,5,1,32.7,0.0,0,1,1,0,0,3
2025-01-21,6,1,30.6,0.0,0,2,3,1,1,4
2025-01-21,7,1,25.6,0.0,0,2,3,0,2,2
2025-01-21,8,1,25.0,0.0,0,1,3,2,1,5
2025-01-21,9,1,26.3,0.0,0,2,3,4,1,4
2025-01-21,10,1,23.4,0.0,0,8,7,3,3,8
2025-01-21,11,1,24.5,0.0,0,11,15,5,4,16
2025-01-21,12,1,26.3,0.0,0,12,18,7,8,21
2025-01-21,13,1,26.2,0.0,0,16,19,8,7,28
2025-01-21,14,1,22.9,0.0,0,19,22,10,8,24
2025-01-21,15,1,21.3,0.0,0,12,15,7,6,18
2025-01-21,16,1,21.6,0.0,0,11,15,6,4,14
2025-01-21,17,1,28.2,0.0,0,9,11,5,4,17
2025-01-21,18,1,27.7,0.0,1,37,47,29,22,60
2025-01-21,19,1,26.7,0.0,1,45,53,31,21,74
2025-01-21,20,1,28.5,0.0,1,44,59,30,23,74
2025-01-21,21,1,29.2,0.0,1,43,61,26,20,78
2025-01-21,22,1,31.9,0.0,1,34,48,22,19,66
2025-01-21,23,1,31.9,0.0,0,6,11,6,4,14
2025-01-22,0,2,34.3,0.0,0,2,4,0,0,3
2025-01-22,1,2,34.8,0.0,0,1,2,1,0,2
2025-01-22,2,2,31.6,5.1,0,2,5,2,2,4
2025-01-22,3,2,34.0,0.0,0,1,1,1,0,3
2025-01-22,4,2,32.7,0.0,0,2,1,1,1,3
2025-01-22,5,2,35.0,0.0,0,3,2,1,1,4
2025-01-22,6,2,29.7,0.0,0,3,1,1,2,3
2025-01-22,7,2,33.4,0.0,0,1,1,1,0,3
2025-01-22,8,2,28.8,0.0,0,1,2,2,0,5
2025-01-22,9,2,25.9,0.0,0,2,4,1,1,5
2025-01-22,10,2,25.1,0.2,0,6,7,4,3,13
2025-01-22,11,2,21.2,0.0,0,11,16,5,4,17
2025-01-22,12,2,29.2,0.0,0,12,17,8,7,24
2025-01-22,13,2,22.7,0.0,0,16,19,8,7,24
2025-01-22,14,2,24.3,1.3,0,15,21,10,8,28
2025-01-22,15,2,24.7,0.0,0,10,15,7,5,16
2025-01-22,16,2,24.2,0.0,0,10,15,6,6,16
2025-01-22,17,2,22.7,0.0,0,11,12,5,4,17
2025-01-22,18,2,25.6,0.0,0,10,14,7,5,21
2025-01-22,19,2,27.3,0.0,0,13,18,8,6,21
2025-01-22,20,2,28.0,0.2,0,14,21,10,7,29
2025-01-22,21,2,28.5,0.0,0,13,18,8,7,25
2025-01-22,22,2,31.4,0.0,0,10,14,6,6,22
2025-01-22,23,2,29.9,0.0,0,6,10,5,4,15
2025-01-23,0,3,32.0,0.0,0,1,1,0,1,2
2025-01-23,1,3,32.6,0.0,0,3,2,0,1,3
2025-01-23,2,3,37.3,0.0,0,2,2,0,2,2
2025-01-23,3,3,34.2,0.0,0,1,2,2,1,3
2025-01-23,4,3,31.9,0.0,0,3,2,2,0,2
2025-01-23,5,3,34.4,4.5,0,2,3,2,0,4
2025-01-23,6,3,33.8,0.0,0,1,1,0,2,4
2025-01-23,7,3,30.4,0.0,0,3,1,0,0,3
2025-01-23,8,3,32.2,0.1,0,3,3,1,1,3
2025-01-23,9,3,27.8,0.0,0,4,5,1,2,4
2025-01-23,10,3,24.1,0.0,0,7,6,3,3,10
2025-01-23,11,3,24.1,0.0,0,11,14,6,4,16
2025-01-23,12,3,30.3,0.0,0,14,20,7,7,23
2025-01-23,13,3,23.7,0.0,0,14,22,8,9,26
2025-01-23,14,3,21.4,0.0,0,17,20,10,8,24
2025-01-23,15,3,25.0,0.1,0,9,19,7,6,21
2025-01-23,16,3,23.9,0.0,0,11,12,8,5,14
2025-01-23,17,3,21.8,0.0,0,9,13,5,5,14
2025-01-23,18,3,25.2,0.0,0,12,15,7,8,18
2025-01-23,19,3,30.6,0.0,0,14,18,7,7,26
2025-01-23,20,3,29.1,0.0,0,13,19,11,6,24
2025-01-23,21,3,32.1,0.0,0,14,16,12,6,22
2025-01-23,22,3,33.4,0.0,0,10,17,6,6,20
2025-01-23,23,3,32.2,0.0,0,7,11,4,3,17
2025-01-24,0,4,34.5,0.0,0,2,2,1,1,3
2025-01-24,1,4,30.5,2.0,0,1,3,1,3,2
2025-01-24,2,4,36.6,2.5,0,2,4,0,0,4
2025-01-24,3,4,35.2,0.0,0,1,3,3,0,3
2025-01-24,4,4,32.1,0.0,0,1,2,1,3,4
2025-01-24,5,4,31.0,3.9,0,2,2,1,0,2
2025-01-24,6,4,28.1,0.0,0,1,1,1,1,5
2025-01-24,7,4,30.0,0.0,0,1,5,1,1,3
2025-01-24,8,4,24.4,0.0,0,1,4,1,0,5
2025-01-24,9,4,28.0,1.0,0,4,4,3,1,5
2025-01-24,10,4,23.8,0.0,0,6,6,5,5,9
2025-01-24,11,4,27.6,7.0,0,12,15,10,6,22
2025-01-24,12,4,21.4,0.4,0,12,19,8,6,24
2025-01-24,13,4,23.5,0.0,0,14,18,8,8,22
2025-01-24,14,4,25.8,0.0,0,13,17,9,7,27
2025-01-24,15,4,23.0,1.9,0,11,14,7,7,18
2025-01-24,16,4,22.8,0.1,0,10,15,6,4,13
2025-01-24,17,4,26.4,0.0,1,31,39,19,15,51
2025-01-24,18,4,25.7,0.0,1,36,45,23,17,56
2025-01-24,19,4,31.7,0.0,1,44,52,28,25,84
2025-01-24,20,4,30.9,0.2,1,44,57,27,23,87
2025-01-24,21,4,30.6,0.1,1,41,57,27,21,73
2025-01-24,22,4,32.8,0.3,1,30,48,25,18,65
2025-01-24,23,4,32.5,0.0,0,6,10,4,5,14
2025-01-25,0,5,33.0,0.0,0,4,5,3,3,7
2025-01-25,1,5,34.7,0.3,0,5,6,3,3,8
2025-01-25,2,5,35.8,0.0,0,4,4,7,3,7
2025-01-25,3,5,34.5,0.0,0,4,6,4,4,8
2025-01-25,4,5,37.5,0.0,0,5,4,6,3,6
2025-01-25,5,5,32.3,0.7,0,5,5,2,2,6
2025-01-25,6,5,29.6,0.0,0,3,5,2,3,5
2025-01-25,7,5,31.6,0.0,0,5,4,5,3,6
2025-01-25,8,5,29.6,0.0,0,5,5,4,4,9
2025-01-25,9,5,26.4,0.0,0,7,12,4,5,17
2025-01-25,10,5,27.6,0.0,0,15,23,9,10,26
2025-01-25,11,5,23.6,0.0,0,25,30,15,17,38
2025-01-25,12,5,24.6,0.0,0,29,43,20,20,57
2025-01-25,13,5,28.2,0.0,0,43,50,23,24,67
2025-01-25,14,5,23.1,0.0,0,39,49,22,23,66
2025-01-25,15,5,24.3,0.0,0,28,40,18,20,51
2025-01-25,16,5,22.5,0.0,0,22,36,14,19,43
2025-01-25,17,5,26.8,0.0,1,78,98,49,46,134
2025-01-25,18,5,25.0,0.0,1,85,125,59,64,147
2025-01-25,19,5,28.3,0.0,1,106,141,65,71,182
2025-01-25,20,5,31.0,0.0,1,108,145,79,77,209
2025-01-25,21,5,29.8,0.0,1,106,144,71,69,190
2025-01-25,22,5,32.6,0.0,1,81,117,56,57,161
2025-01-25,23,5,33.3,0.0,0,21,27,12,14,40
2025-01-26,0,6,35.6,0.0,0,4,5,3,2,7
2025-01-26,1,6,35.1,0.0,0,3,5,2,3,8
2025-01-26,2,6,36.8,0.0,0,3,5,4,2,9
2025-01-26,3,6,33.5,0.0,0,4,5,2,3,8
2025-01-26,4,6,30.9,0.0,0,6,4,2,2,7
2025-01-26,5,6,29.4,0.0,0,5,6,2,2,9
2025-01-26,6,6,28.6,0.0,0,4,6,4,5,5
2025-01-26,7,6,29.9,0.0,0,4,5,4,2,8
2025-01-26,8,6,29.5,0.0,0,5,6,2,4,8
2025-01-26,9,6,26.5,0.0,0,8,11,4,5,13
2025-01-26,10,6,22.2,0.0,0,15,17,8,9,26
2025-01-26,11,6,24.3,0.0,0,22,31,14,17,37
2025-01-26,12,6,23.9,0.0,0,36,41,19,23,55
2025-01-26,13,6,24.3,0.0,0,41,51,29,26,67
2025-01-26,14,6,27.1,0.0,0,33,56,24,22,58
2025-01-26,15,6,20.7,0.0,0,32,35,16,20,48
2025-01-26,16,6,26.2,0.0,0,21,33,15,15,46
2025-01-26,17,6,26.8,0.0,1,74,101,52,51,131
2025-01-26,18,6,26.2,0.0,1,91,117,58,63,154
2025-01-26,19,6,28.7,5.4,1,134,189,92,94,239
2025-01-26,20,6,27.7,0.0,1,114,147,77,78,192
2025-01-26,21,6,29.9,0.0,1,105,146,70,74,193
2025-01-26,22,6,29.7,0.0,1,80,114,60,54,160
2025-01-26,23,6,30.5,0.0,0,21,29,14,12,38
2025-01-27,0,0,35.5,0.0,0,2,2,0,0,4
2025-01-27,1,0,31.0,1.1,0,3,2,1,0,2
2025-01-27,2,0,34.1,0.0,0,1,2,3,1,2
2025-01-27,3,0,33.8,1.5,0,1,2,0,0,2
2025-01-27,4,0,32.5,0.0,0,4,1,1,1,3
2025-01-27,5,0,33.5,6.6,0,2,3,3,0,4
2025-01-27,6,0,34.6,0.0,0,2,2,1,0,2
2025-01-27,7,0,30.5,2.0,0,2,3,1,1,6
2025-01-27,8,0,29.6,0.0,0,1,4,1,0,4
2025-01-27,9,0,29.1,0.0,0,3,4,2,3,6
2025-01-27,10,0,25.4,0.0,0,5,8,3,3,11
2025-01-27,11,0,24.5,0.0,0,8,13,5,6,15
2025-01-27,12,0,22.5,0.0,0,15,19,9,8,23
2025-01-27,13,0,23.1,3.5,0,19,21,13,8,33
2025-01-27,14,0,28.0,2.0,0,14,21,10,7,25
2025-01-27,15,0,22.8,0.0,0,10,17,6,8,18
2025-01-27,16,0,22.6,0.0,0,9,14,8,4,15
2025-01-27,17,0,26.4,0.0,0,11,11,6,5,16
2025-01-27,18,0,26.5,2.1,0,12,18,8,7,21
2025-01-27,19,0,27.8,0.0,0,12,19,9,8,24
2025-01-27,20,0,26.3,0.0,0,14,21,10,7,29
2025-01-27,21,0,31.2,0.0,0,12,15,9,8,26
2025-01-27,22,0,32.5,2.4,0,11,16,11,6,28
2025-01-27,23,0,32.9,0.0,0,8,12,5,6,16
2025-01-28,0,1,37.2,0.0,0,2,1,2,0,2
2025-01-28,1,1,33.2,0.0,0,2,2,1,0,3
2025-01-28,2,1,35.6,0.0,0,4,1,0,3,3
2025-01-28,3,1,37.6,0.2,0,3,2,0,2,2
2025-01-28,4,1,31.6,0.0,0,1,2,3,1,2
2025-01-28,5,1,31.6,1.5,0,1,2,0,0,3
2025-01-28,6,1,32.4,0.0,0,2,1,1,1,2
2025-01-28,7,1,27.7,0.0,0,1,1,0,2,4
2025-01-28,8,1,25.5,0.0,0,3,3,2,2,3
2025-01-28,9,1,28.9,0.0,0,2,3,1,2,6
2025-01-28,10,1,30.3,0.0,0,6,6,7,2,14
2025-01-28,11,1,26.8,1.7,0,12,13,6,5,17
2025-01-28,12,1,23.2,0.0,0,12,16,8,8,23
2025-01-28,13,1,25.9,1.2,0,16,21,9,8,28
2025-01-28,14,1,23.0,0.0,0,14,18,9,7,23
2025-01-28,15,1,27.1,0.0,0,11,15,6,6,19
2025-01-28,16,1,23.0,0.0,0,11,11,5,6,13
2025-01-28,17,1,25.3,0.0,0,8,12,7,4,19
2025-01-28,18,1,29.4,0.0,1,34,43,20,16,64
2025-01-28,19,1,28.5,0.0,1,45,55,28,20,82
2025-01-28,20,1,29.9,0.0,1,44,60,31,22,87
2025-01-28,21,1,30.2,0.0,1,45,53,27,18,78
2025-01-28,22,1,33.4,0.7,1,41,41,22,19,62
2025-01-28,23,1,34.9,0.0,0,7,10,6,3,19
2025-01-29,0,2,32.6,0.0,0,2,3,5,2,2
2025-01-29,1,2,34.0,0.0,0,2,2,0,1,4
2025-01-29,2,2,32.9,0.0,0,1,2,1,0,3
2025-01-29,3,2,31.3,0.0,0,1,1,3,0,5
2025-01-29,4,2,35.6,0.0,0,1,4,4,0,2
2025-01-29,5,2,33.2,0.0,0,2,2,0,1,2
2025-01-29,6,2,31.4,0.0,0,2,1,2,1,2
2025-01-29,7,2,31.9,0.0,0,1,2,1,0,2
2025-01-29,8,2,28.8,0.0,0,3,2,2,1,4
2025-01-29,9,2,30.7,0.0,0,3,4,1,4,8
2025-01-29,10,2,28.3,0.0,0,5,8,4,3,8
2025-01-29,11,2,27.3,1.0,0,10,13,7,4,19
2025-01-29,12,2,26.4,0.0,0,12,18,9,7,23
2025-01-29,13,2,23.0,0.0,0,16,19,12,8,26
2025-01-29,14,2,26.8,0.0,0,15,17,11,6,21
2025-01-29,15,2,25.8,0.0,0,12,14,6,7,20
2025-01-29,16,2,25.3,0.0,0,10,13,6,4,17
2025-01-29,17,2,27.7,0.0,0,12,14,6,6,16
2025-01-29,18,2,27.2,0.0,0,10,14,8,8,20
2025-01-29,19,2,25.7,0.0,0,11,16,8,6,23
2025-01-29,20,2,28.4,0.3,0,13,19,10,7,29
2025-01-29,21,2,30.6,0.0,0,14,17,9,7,28
2025-01-29,22,2,33.2,0.0,0,11,14,6,6,21
2025-01-29,23,2,33.3,0.0,0,6,11,4,4,18
2025-01-30,0,3,28.3,0.0,0,1,1,0,0,2
2025-01-30,1,3,35.2,0.0,0,3,1,0,1,4
2025-01-30,2,3,35.9,0.0,0,1,3,1,1,2
2025-01-30,3,3,32.1,0.0,0,3,1,0,0,2
2025-01-30,4,3,32.7,0.0,0,5,3,1,2,3
2025-01-30,5,3,33.2,2.4,0,2,1,0,1,3
2025-01-30,6,3,31.1,0.0,0,3,2,2,2,3
2025-01-30,7,3,30.5,1.4,0,3,2,1,1,4
2025-01-30,8,3,26.7,0.0,0,3,2,2,1,5
2025-01-30,9,3,30.3,0.0,0,4,5,1,1,6
2025-01-30,10,3,25.2,0.0,0,6,6,6,3,10
2025-01-30,11,3,25.8,0.0,0,9,16,5,6,15
2025-01-30,12,3,24.4,0.0,0,14,16,7,8,22
2025-01-30,13,3,22.6,0.0,0,14,20,9,8,23
2025-01-30,14,3,26.5,1.1,0,14,18,11,7,26
2025-01-30,15,3,26.5,0.0,0,11,18,6,6,19
2025-01-30,16,3,24.4,0.0,0,9,10,5,8,15
2025-01-30,17,3,27.0,0.0,0,8,15,5,5,17
2025-01-30,18,3,27.3,0.0,0,12,17,7,5,21
2025-01-30,19,3,29.7,0.0,0,11,21,9,6,24
2025-01-30,20,3,32.2,1.3,0,17,19,12,8,30
2025-01-30,21,3,30.8,0.0,0,11,18,8,7,26
2025-01-30,22,3,34.6,0.0,0,9,12,9,7,23
2025-01-30,23,3,31.6,0.0,0,7,12,6,5,13
